Subject	Predicate	Object
stbB	is upregulated by antibiotic	Chloramphenicol
stbC	is upregulated by antibiotic	Chloramphenicol
stbD	is upregulated by antibiotic	Chloramphenicol
stbE	is upregulated by antibiotic	Chloramphenicol
stcA	is upregulated by antibiotic	Chloramphenicol
stcB	is upregulated by antibiotic	Chloramphenicol
stcC	is upregulated by antibiotic	Chloramphenicol
stcD	is upregulated by antibiotic	Chloramphenicol
stdA	is upregulated by antibiotic	Chloramphenicol
stdB	is upregulated by antibiotic	Chloramphenicol
stdC	is upregulated by antibiotic	Chloramphenicol
stdD	is upregulated by antibiotic	Chloramphenicol
stdE	is upregulated by antibiotic	Chloramphenicol
stdF	is upregulated by antibiotic	Chloramphenicol
stfA	is upregulated by antibiotic	Chloramphenicol
stfC	is upregulated by antibiotic	Chloramphenicol
stfE	is upregulated by antibiotic	Chloramphenicol
stfG	is upregulated by antibiotic	Chloramphenicol
sthA	is upregulated by antibiotic	Chloramphenicol
sthB	is upregulated by antibiotic	Chloramphenicol
sthD	is upregulated by antibiotic	Chloramphenicol
stiA	is upregulated by antibiotic	Chloramphenicol
stiB	is upregulated by antibiotic	Chloramphenicol
stiC	is upregulated by antibiotic	Chloramphenicol
stiH	is upregulated by antibiotic	Chloramphenicol
stjA	is upregulated by antibiotic	Chloramphenicol
stjB	is upregulated by antibiotic	Chloramphenicol
stjC	is upregulated by antibiotic	Chloramphenicol
aer	is downregulated by antibiotic	Chloramphenicol
cheB	is downregulated by antibiotic	Chloramphenicol
cheR	is downregulated by antibiotic	Chloramphenicol
cheW	is downregulated by antibiotic	Chloramphenicol
chey	is downregulated by antibiotic	Chloramphenicol
chez	is downregulated by antibiotic	Chloramphenicol
fijA	is downregulated by antibiotic	Chloramphenicol
flgA	is downregulated by antibiotic	Chloramphenicol
flgB	is downregulated by antibiotic	Chloramphenicol
flgC	is downregulated by antibiotic	Chloramphenicol
flgD	is downregulated by antibiotic	Chloramphenicol
flgE	is downregulated by antibiotic	Chloramphenicol
flgF	is downregulated by antibiotic	Chloramphenicol
flgG	is downregulated by antibiotic	Chloramphenicol
flgH	is downregulated by antibiotic	Chloramphenicol
flgI	is downregulated by antibiotic	Chloramphenicol
flgJ	is downregulated by antibiotic	Chloramphenicol
flgK	is downregulated by antibiotic	Chloramphenicol
flgL	is downregulated by antibiotic	Chloramphenicol
flgM	is downregulated by antibiotic	Chloramphenicol
flgN	is downregulated by antibiotic	Chloramphenicol
flhA	is downregulated by antibiotic	Chloramphenicol
flhB	is downregulated by antibiotic	Chloramphenicol
flhC	is upregulated by antibiotic	Chloramphenicol
flhD	is upregulated by antibiotic	Chloramphenicol
flhE	is downregulated by antibiotic	Chloramphenicol
fliA	is downregulated by antibiotic	Chloramphenicol
fliB	is downregulated by antibiotic	Chloramphenicol
flic	is downregulated by antibiotic	Chloramphenicol
fliD	is downregulated by antibiotic	Chloramphenicol
fliE	is downregulated by antibiotic	Chloramphenicol
fliF	is downregulated by antibiotic	Chloramphenicol
fliG	is downregulated by antibiotic	Chloramphenicol
flih	is downregulated by antibiotic	Chloramphenicol
fliI	is downregulated by antibiotic	Chloramphenicol
fliJ	is downregulated by antibiotic	Chloramphenicol
fliK	is downregulated by antibiotic	Chloramphenicol
fliL	is downregulated by antibiotic	Chloramphenicol
fliM	is downregulated by antibiotic	Chloramphenicol
fliN	is downregulated by antibiotic	Chloramphenicol
fliO	is downregulated by antibiotic	Chloramphenicol
fliP	is downregulated by antibiotic	Chloramphenicol
fliQ	is downregulated by antibiotic	Chloramphenicol
fliR	is upregulated by antibiotic	Chloramphenicol
fliS	is downregulated by antibiotic	Chloramphenicol
fliT	is downregulated by antibiotic	Chloramphenicol
fliY	is downregulated by antibiotic	Chloramphenicol
fliZ	is downregulated by antibiotic	Chloramphenicol
hin	is upregulated by antibiotic	Chloramphenicol
motA	is upregulated by antibiotic	Chloramphenicol
motB	is upregulated by antibiotic	Chloramphenicol
avrA	is upregulated by antibiotic	Chloramphenicol
hilA	is upregulated by antibiotic	Chloramphenicol
hilC	is downregulated by antibiotic	Chloramphenicol
hilD	is upregulated by antibiotic	Chloramphenicol
iagB	is upregulated by antibiotic	Chloramphenicol
invA	is upregulated by antibiotic	Chloramphenicol
invC	is upregulated by antibiotic	Chloramphenicol
invE	is upregulated by antibiotic	Chloramphenicol
invF	is upregulated by antibiotic	Chloramphenicol
invG	is upregulated by antibiotic	Chloramphenicol
invH	is upregulated by antibiotic	Chloramphenicol
invI	is upregulated by antibiotic	Chloramphenicol
invJ	is upregulated by antibiotic	Chloramphenicol
orgAa	is upregulated by antibiotic	Chloramphenicol
orgAb	is upregulated by antibiotic	Chloramphenicol
prgH	is upregulated by antibiotic	Chloramphenicol
prgI	is upregulated by antibiotic	Chloramphenicol
prgJ	is upregulated by antibiotic	Chloramphenicol
prgK	is upregulated by antibiotic	Chloramphenicol
sicP	is upregulated by antibiotic	Chloramphenicol
sipA	is upregulated by antibiotic	Chloramphenicol
sipC	is upregulated by antibiotic	Chloramphenicol
sipD	is upregulated by antibiotic	Chloramphenicol
sipF	is upregulated by antibiotic	Chloramphenicol
sitA	is upregulated by antibiotic	Chloramphenicol
sitB	is upregulated by antibiotic	Chloramphenicol
sitC	is upregulated by antibiotic	Chloramphenicol
sitD	is upregulated by antibiotic	Chloramphenicol
spaO	is upregulated by antibiotic	Chloramphenicol
spaP	is upregulated by antibiotic	Chloramphenicol
spaQ	is upregulated by antibiotic	Chloramphenicol
spaR	is upregulated by antibiotic	Chloramphenicol
spaS	is upregulated by antibiotic	Chloramphenicol
spaT	is upregulated by antibiotic	Chloramphenicol
sprB	is upregulated by antibiotic	Chloramphenicol
pipB	is upregulated by antibiotic	Chloramphenicol
sifA	is upregulated by antibiotic	Chloramphenicol
sopD	is upregulated by antibiotic	Chloramphenicol
sopD2	is upregulated by antibiotic	Chloramphenicol
sopE2	is upregulated by antibiotic	Chloramphenicol
ssaD	is upregulated by antibiotic	Chloramphenicol
ssaE	is upregulated by antibiotic	Chloramphenicol
ssaG	is upregulated by antibiotic	Chloramphenicol
ssaH	is upregulated by antibiotic	Chloramphenicol
ssaI	is upregulated by antibiotic	Chloramphenicol
ssaJ	is upregulated by antibiotic	Chloramphenicol
ssaL	is upregulated by antibiotic	Chloramphenicol
ssaM	is upregulated by antibiotic	Chloramphenicol
ssaN	is upregulated by antibiotic	Chloramphenicol
ssaQ	is upregulated by antibiotic	Chloramphenicol
ssaS	is upregulated by antibiotic	Chloramphenicol
ssaT	is upregulated by antibiotic	Chloramphenicol
ssaU	is upregulated by antibiotic	Chloramphenicol
ssaV	is upregulated by antibiotic	Chloramphenicol
sscA	is upregulated by antibiotic	Chloramphenicol
sscB	is upregulated by antibiotic	Chloramphenicol
sseA1	is upregulated by antibiotic	Chloramphenicol
sseB1	is upregulated by antibiotic	Chloramphenicol
sseC	is upregulated by antibiotic	Chloramphenicol
sseD	is upregulated by antibiotic	Chloramphenicol
sseE	is upregulated by antibiotic	Chloramphenicol
sseF	is upregulated by antibiotic	Chloramphenicol
sseG	is upregulated by antibiotic	Chloramphenicol
sseI	is upregulated by antibiotic	Chloramphenicol
sseJ	is upregulated by antibiotic	Chloramphenicol
sspH2	is upregulated by antibiotic	Chloramphenicol
ssrB	is upregulated by antibiotic	Chloramphenicol
ttrA	is upregulated by antibiotic	Chloramphenicol
ttrB	is upregulated by antibiotic	Chloramphenicol
ttrC	is upregulated by antibiotic	Chloramphenicol
ttrR	is downregulated by antibiotic	Chloramphenicol
ttrS	is downregulated by antibiotic	Chloramphenicol
cigR	is upregulated by antibiotic	Chloramphenicol
marT	is upregulated by antibiotic	Chloramphenicol
mgtB	is upregulated by antibiotic	Chloramphenicol
mgtC	is upregulated by antibiotic	Chloramphenicol
misL	is upregulated by antibiotic	Chloramphenicol
rmbA	is upregulated by antibiotic	Chloramphenicol
slsA	is upregulated by antibiotic	Chloramphenicol
bcfA	is upregulated by antibiotic	Chloramphenicol
bcfB	is upregulated by antibiotic	Chloramphenicol
bcfC	is upregulated by antibiotic	Chloramphenicol
bcfD	is upregulated by antibiotic	Chloramphenicol
bcfE	is upregulated by antibiotic	Chloramphenicol
bcfF	is upregulated by antibiotic	Chloramphenicol
bcfG	is upregulated by antibiotic	Chloramphenicol
csgA	is upregulated by antibiotic	Chloramphenicol
csgB	is upregulated by antibiotic	Chloramphenicol
csgD	is upregulated by antibiotic	Chloramphenicol
csgE	is upregulated by antibiotic	Chloramphenicol
csgF	is upregulated by antibiotic	Chloramphenicol
csgG	is upregulated by antibiotic	Chloramphenicol
fimA	is upregulated by antibiotic	Chloramphenicol
fimB	is upregulated by antibiotic	Chloramphenicol
fimC	is upregulated by antibiotic	Chloramphenicol
fimD	is upregulated by antibiotic	Chloramphenicol
fimF	is upregulated by antibiotic	Chloramphenicol
fimH	is upregulated by antibiotic	Chloramphenicol
fimI	is upregulated by antibiotic	Chloramphenicol
fimW	is upregulated by antibiotic	Chloramphenicol
fimY	is upregulated by antibiotic	Chloramphenicol
fimZ	is upregulated by antibiotic	Chloramphenicol
lpfA	is upregulated by antibiotic	Chloramphenicol
lpfB	is upregulated by antibiotic	Chloramphenicol
lpfC	is upregulated by antibiotic	Chloramphenicol
lpfE	is upregulated by antibiotic	Chloramphenicol
pefA	is upregulated by antibiotic	Chloramphenicol
pefB	is upregulated by antibiotic	Chloramphenicol
pefC	is upregulated by antibiotic	Chloramphenicol
pefD	is upregulated by antibiotic	Chloramphenicol
pefl	is upregulated by antibiotic	Chloramphenicol
ratB	is upregulated by antibiotic	Chloramphenicol
safA	is upregulated by antibiotic	Chloramphenicol
safB	is upregulated by antibiotic	Chloramphenicol
safC	is upregulated by antibiotic	Chloramphenicol
safD	is upregulated by antibiotic	Chloramphenicol
shdA	is upregulated by antibiotic	Chloramphenicol
sinH	is upregulated by antibiotic	Chloramphenicol
stbA	is upregulated by antibiotic	Chloramphenicol
stbB	is upregulated by antibiotic	Chloramphenicol
stbC	is upregulated by antibiotic	Chloramphenicol
stbD	is upregulated by antibiotic	Chloramphenicol
stbE	is upregulated by antibiotic	Chloramphenicol
stcA	is upregulated by antibiotic	Chloramphenicol
stcB	is upregulated by antibiotic	Chloramphenicol
stcC	is upregulated by antibiotic	Chloramphenicol
stcD	is upregulated by antibiotic	Chloramphenicol
stdA	is upregulated by antibiotic	Chloramphenicol
stdB	is upregulated by antibiotic	Chloramphenicol
stdC	is upregulated by antibiotic	Chloramphenicol
stdD	is upregulated by antibiotic	Chloramphenicol
stdE	is upregulated by antibiotic	Chloramphenicol
stdF	is upregulated by antibiotic	Chloramphenicol
stfA	is upregulated by antibiotic	Chloramphenicol
stfC	is upregulated by antibiotic	Chloramphenicol
stfE	is upregulated by antibiotic	Chloramphenicol
stfG	is upregulated by antibiotic	Chloramphenicol
sthA	is upregulated by antibiotic	Chloramphenicol
sthB	is upregulated by antibiotic	Chloramphenicol
sthD	is upregulated by antibiotic	Chloramphenicol
stiA	is upregulated by antibiotic	Chloramphenicol
stiB	is upregulated by antibiotic	Chloramphenicol
stiC	is upregulated by antibiotic	Chloramphenicol
stiH	is upregulated by antibiotic	Chloramphenicol
stjA	is upregulated by antibiotic	Chloramphenicol
stjB	is upregulated by antibiotic	Chloramphenicol
stjC	is upregulated by antibiotic	Chloramphenicol
astA	is upregulated by antibiotic	Chlorhexidine
astD	is upregulated by antibiotic	Chlorhexidine
gabD	is upregulated by antibiotic	Chlorhexidine
gabT	is upregulated by antibiotic	Chlorhexidine
glpB	is upregulated by antibiotic	Chlorhexidine
gltB	is upregulated by antibiotic	Chlorhexidine
gshB	is upregulated by antibiotic	Chlorhexidine
hpaD	is upregulated by antibiotic	Chlorhexidine
pmbA	is upregulated by antibiotic	Chlorhexidine
sapC	is upregulated by antibiotic	Chlorhexidine
thrC	is upregulated by antibiotic	Chlorhexidine
trpC	is upregulated by antibiotic	Chlorhexidine
SL2642	is upregulated by antibiotic	Chlorhexidine
eda	is upregulated by antibiotic	Chlorhexidine
fruK	is upregulated by antibiotic	Chlorhexidine
galT	is upregulated by antibiotic	Chlorhexidine
lldR	is upregulated by antibiotic	Chlorhexidine
treF	is upregulated by antibiotic	Chlorhexidine
bcsZ	is upregulated by antibiotic	Chlorhexidine
murD	is upregulated by antibiotic	Chlorhexidine
murG	is upregulated by antibiotic	Chlorhexidine
yfbG	is upregulated by antibiotic	Chlorhexidine
cbiC	is upregulated by antibiotic	Chlorhexidine
cbiE	is upregulated by antibiotic	Chlorhexidine
cbiG	is upregulated by antibiotic	Chlorhexidine
cbiH	is upregulated by antibiotic	Chlorhexidine
cbiK	is upregulated by antibiotic	Chlorhexidine
cbiL	is upregulated by antibiotic	Chlorhexidine
folC	is upregulated by antibiotic	Chlorhexidine
hemX	is upregulated by antibiotic	Chlorhexidine
menF	is upregulated by antibiotic	Chlorhexidine
thiJ	is upregulated by antibiotic	Chlorhexidine
thiM	is upregulated by antibiotic	Chlorhexidine
ubiC	is upregulated by antibiotic	Chlorhexidine
ubiH	is upregulated by antibiotic	Chlorhexidine
ftsK	is upregulated by antibiotic	Chlorhexidine
holC	is upregulated by antibiotic	Chlorhexidine
iciA	is upregulated by antibiotic	Chlorhexidine
mukB	is upregulated by antibiotic	Chlorhexidine
fdhF	is upregulated by antibiotic	Chlorhexidine
hycG	is upregulated by antibiotic	Chlorhexidine
mdaA	is upregulated by antibiotic	Chlorhexidine
cheR	is upregulated by antibiotic	Chlorhexidine
cueR	is upregulated by antibiotic	Chlorhexidine
iroB	is upregulated by antibiotic	Chlorhexidine
iroC	is upregulated by antibiotic	Chlorhexidine
iroE	is upregulated by antibiotic	Chlorhexidine
nikR	is upregulated by antibiotic	Chlorhexidine
accD	is upregulated by antibiotic	Chlorhexidine
yfbB	is upregulated by antibiotic	Chlorhexidine
apaH	is upregulated by antibiotic	Chlorhexidine
cyaA	is upregulated by antibiotic	Chlorhexidine
purK	is upregulated by antibiotic	Chlorhexidine
tdk	is upregulated by antibiotic	Chlorhexidine
yhbL	is upregulated by antibiotic	Chlorhexidine
yigB	is upregulated by antibiotic	Chlorhexidine
srlR	is upregulated by antibiotic	Chlorhexidine
yhdA	is upregulated by antibiotic	Chlorhexidine
dinF	is upregulated by antibiotic	Chlorhexidine
mfd	is upregulated by antibiotic	Chlorhexidine
uvrD	is upregulated by antibiotic	Chlorhexidine
xni	is upregulated by antibiotic	Chlorhexidine
hisP	is upregulated by antibiotic	Chlorhexidine
leuS	is upregulated by antibiotic	Chlorhexidine
prfA	is upregulated by antibiotic	Chlorhexidine
proS	is upregulated by antibiotic	Chlorhexidine
STM2752	is upregulated by antibiotic	Chlorhexidine
yaeJ	is upregulated by antibiotic	Chlorhexidine
STM1123	is upregulated by antibiotic	Chlorhexidine
STM3604	is upregulated by antibiotic	Chlorhexidine
STM4442	is upregulated by antibiotic	Chlorhexidine
STM4443	is upregulated by antibiotic	Chlorhexidine
yacC	is upregulated by antibiotic	Chlorhexidine
ybhB	is upregulated by antibiotic	Chlorhexidine
ycfM	is upregulated by antibiotic	Chlorhexidine
ygaF	is upregulated by antibiotic	Chlorhexidine
yggL	is upregulated by antibiotic	Chlorhexidine
ygiB	is upregulated by antibiotic	Chlorhexidine
yhhA	is upregulated by antibiotic	Chlorhexidine
yiiL	is upregulated by antibiotic	Chlorhexidine
ypfI	is upregulated by antibiotic	Chlorhexidine
STM0329	is downregulated by antibiotic	Chlorhexidine
STM2196	is downregulated by antibiotic	Chlorhexidine
STM3117	is downregulated by antibiotic	Chlorhexidine
yaeD	is downregulated by antibiotic	Chlorhexidine
SL1934	is downregulated by antibiotic	Chlorhexidine
SL1962	is downregulated by antibiotic	Chlorhexidine
SL1967	is downregulated by antibiotic	Chlorhexidine
SL2643	is downregulated by antibiotic	Chlorhexidine
SL2716	is downregulated by antibiotic	Chlorhexidine
STM1037	is downregulated by antibiotic	Chlorhexidine
STM1045	is downregulated by antibiotic	Chlorhexidine
STM1869	is downregulated by antibiotic	Chlorhexidine
STM2609	is downregulated by antibiotic	Chlorhexidine
STM2617	is downregulated by antibiotic	Chlorhexidine
STM2632	is downregulated by antibiotic	Chlorhexidine
STM2706	is downregulated by antibiotic	Chlorhexidine
STM2707	is downregulated by antibiotic	Chlorhexidine
STM2711	is downregulated by antibiotic	Chlorhexidine
STM2718	is downregulated by antibiotic	Chlorhexidine
STM2722	is downregulated by antibiotic	Chlorhexidine
STM2729	is downregulated by antibiotic	Chlorhexidine
STM2732	is downregulated by antibiotic	Chlorhexidine
STM2733	is downregulated by antibiotic	Chlorhexidine
STM2736	is downregulated by antibiotic	Chlorhexidine
STM2738	is downregulated by antibiotic	Chlorhexidine
STM4203	is downregulated by antibiotic	Chlorhexidine
kduI	is downregulated by antibiotic	Chlorhexidine
lyxK	is downregulated by antibiotic	Chlorhexidine
STM1129	is downregulated by antibiotic	Chlorhexidine
STM1560	is downregulated by antibiotic	Chlorhexidine
ybeJ	is downregulated by antibiotic	Chlorhexidine
rfbF	is downregulated by antibiotic	Chlorhexidine
rfbH	is downregulated by antibiotic	Chlorhexidine
rfbU	is downregulated by antibiotic	Chlorhexidine
wcaF	is downregulated by antibiotic	Chlorhexidine
wcaJ	is downregulated by antibiotic	Chlorhexidine
nadE	is downregulated by antibiotic	Chlorhexidine
pdxA	is downregulated by antibiotic	Chlorhexidine
STM1546	is downregulated by antibiotic	Chlorhexidine
