Source	Target
Q8ZLA8	rpsR
Q8ZMG8	trpB
Q8ZMG8	yfeW
Q8ZMG8	ytjA
Q8ZMG8	yeaL
Q8ZRR5	zupT
Q7CPB1	rpsD
Q8ZQL6	rsxB
Q8ZQL6	serC
Q8ZQL6	uppP
Q8ZQL6	ung
H9L412	selO
Q8ZJX7	sstT
Q8ZJX7	aspS
Q8ZJX7	ycfP
Q8ZJX7	ynfC
Q8ZKV6	yjjB
Q8ZN46	ulaE
Q8ZN46	udk
Q8ZN46	yraN
Q8ZN46	gpt
Q8ZNS2	ynfB
Q8ZNS2	zntB
Q8ZNS2	yeeX
Q8ZNS2	yobD
Q8ZQF3	ybeY
Q8ZP31	ycaR
Q8ZP92	yegS
Q8ZNR6	yqhA
Q7CR74	yafD
Q7CR74	yaaA
Q7CR74	sotB
Q7CR74	speD
Q8ZRA9	sopA
Q7CPR2	ulaR
Q8ZKL3	trmD
Q8ZKL3	yaaI
Q8ZKL3	yceI
Q8ZKL3	ybhG
Q8ZP44	ybeD
Q7CQB1	rplB
Q8ZMV9	trmA
Q8ZMV9	tpiA
Q8ZMV9	xni
Q8ZMV9	yheU
Q8ZJY1	tusB
Q8ZJY1	upp
Q8ZJY1	ybaB
Q8ZJY1	yaeH
Q8ZLQ1	ulaD
Q93GN8	ubiG
Q93IQ8	ubiC
Q93IQ8	yidE
Q93IQ8	rhaM
Q93IQ8	yceH
Q8ZL39	ygfZ
Q7CPL8	uxuA
Q8ZKP6	yjhX
Q8ZRN7	ydiB
Q8ZML5	yacL
Q8ZPW4	ygiB
Q8ZPE9	ycgN
Q8ZPE9	yaiI
Q8ZPE9	yaeP
Q8ZPE9	yacG
Q8ZLF5	ypfN
Q8ZQF9	yqgF
Q8ZQF9	zapB
Q8ZQF9	viaA
Q8ZQF9	ycaD
Q8ZQ62	yajQ
Q8ZQ62	yfbV
Q8ZQ62	zapA
Q8ZQ62	yejL
Q8ZN20	yhaM
Q7CPW7	yohJ
Q7CPW7	btuC
Q7CPW7	argR
Q7CPW7	apaG
Q93DX1	astE
Q93DX1	arnE
Q93DX1	atpB
Q93DX1	atpF
Q8ZQ46	cysH
Q7CPW6	dcd
Q7CQ79	cbiN
Q8ZLT9	dapB
Q8ZP98	groEL
Q8ZP98	crcB
Q8ZP98	aes
Q8ZP98	acpP
Q8ZN11	apaH
Q8ZN11	apt
Q8ZN11	astB
Q8ZN11	atpD
Q7CPD9	fadI
Q8ZKB5	gcvT
Q8ZPR1	ispF
Q8ZNZ5	panD
Q93IS9	psiE
Q93IS9	panB
Q93IS9	aceK
Q93IS9	yfbR
Q8ZNV3	cysG
Q8ZQR7	glgX
Q8ZJX0	fucU
Q8ZJX0	glgC
Q8ZJX0	ais
Q8ZJX0	astC
Q8ZLQ2	arnT
Q7CPI9	arnD
H9L466	aroL
Q7CPZ6	cmoB
Q8ZLT7	cobT
Q8ZLT7	atpG
Q8ZLT7	atpA
Q8ZLT7	csrA
Q8ZL82	dadA
Q8ZNY5	dnaA
Q8ZNY5	ghrB
Q8ZNY5	glk
Q8ZNY5	yqfB
Q8ZMZ5	acpS
Q8ZMZ5	aaeX
Q8ZMZ5	argB
Q8ZMZ5	argH
Q8ZR98	cbiD
Q8ZPJ6	atpE
Q8ZPJ6	atpH
Q8ZPJ6	cbpA
Q8ZPJ6	dps
Q93GL6	cysI
Q8ZMK0	efp
Q7CPF6	flgI
Q7CPF6	aaeA
Q7CPF6	accA
Q7CPF6	bioB
Q7CPH3	bioH
Q8ZK03	allA
Q8ZK03	asnA
Q8ZK03	cyaY
Q8ZK03	cysN
Q8ZPT9	caiT
Q7CPS4	caiA
Q8ZQH1	dtd
Q8ZQH1	fbp
Q8ZQH1	epmA
Q8ZQH1	bioF
Q7CPB3	clcA
Q8ZQN6	hspQ
Q8ZNX2	hutG
Q8ZNX2	hscB
Q8ZNX2	gcvP
Q8ZNX2	guaC
Q8ZQM7	aaeB
Q8ZS05	allB
Q8ZPD1	araA
Q8ZN34	arnA
Q8ZN56	aroC
Q8ZPG4	aroK
Q8ZPG4	caiE
Q8ZPG4	cdd
Q8ZPG4	dut
Q8ZP24	coaA
Q8ZP24	dcyD
Q8ZP24	nfo
Q8ZP24	xseA
Q8ZKG7	fabZ
Q8ZKG7	feoC
Q8ZKG7	galK
Q8ZKG7	pgi
Q8ZKJ9	dnaT
Q8ZKJ9	diaA
Q8ZKJ9	deoD
Q8ZKJ9	ybdK
Q8ZLW4	nei
Q8ZLY2	xseB
Q8ZK13	fis
Q8ZK13	folD
Q8ZK13	mutM
Q8ZK13	ilvD
Q7CPA6	hda
Q8ZL41	argO
Q8ZNJ8	groES
Q8ZNG6	aroD
Q8ZMQ2	arnC
Q8ZMQ2	aroB
Q8ZMQ2	clpX
Q8ZMQ2	atpC
Q8ZMN4	dctA
Q8ZL72	acpH
Q8ZLS9	accD
Q8ZLS9	bamA
Q8ZLS9	aas
Q8ZLS9	pgl
Q8ZLU7	add
Q8ZLU7	actP
Q8ZLU7	clpS
Q8ZLU7	eutC
Q8ZL75	guaA
Q8ZKX9	araB
Q8ZM52	anmK
Q8ZN95	argP
Q8ZN96	aroA
Q8ZRD7	arnF
Q8ZRE1	arnB
Q8ZJT9	argG
Q8ZJT9	era
Q8ZJT9	ghrA
Q8ZJT9	gatZ
Q8ZJX1	glpK
Q8ZRC2	glmU
Q8ZQP1	pepA
Q8ZK37	dnaK
Q8ZK69	glnE
Q8ZK69	glsA
Q8ZK69	gpmA
Q8ZK69	glpE
Q8ZLW7	engB
Q8ZND8	fabA
Q8ZLU8	fdhD
Q8ZLU8	fixA
Q8ZLU8	leuA
Q8ZLU8	kup
Q7CR16	malT
Q8ZKG4	miaA
Q8ZPL6	cmoA
Q8ZMF0	fusA
Q8ZMF0	dapD
Q8ZMF0	yggX
Q8ZMF0	fadJ
Q8ZML4	gpsA
Q8ZM44	ispG
Q7CQ76	ispD
Q8ZK47	metE
Q8ZK47	menD
Q8ZK47	minC
Q8ZK47	metJ
Q8ZNE3	iscS
Q7CQJ5	kduI
Q8ZJU5	caiD
Q8ZRN4	def
Q8ZNH8	dnaJ
Q8ZPI5	erpA
Q8ZMQ8	garL
Q8ZMQ8	ibpB
Q8ZMQ8	idi
Q8ZMQ8	hpcH
Q93GN3	kefC
Q7CPT3	thrB
Q7CPT3	menC
Q7CPT3	nudL
Q7CPT3	moaC
Q8ZNQ5	fucI
Q8ZPZ0	glnD
Q8ZRP9	hisG
Q7CPG6	hfq
Q8ZLK3	lptE
Q8ZP66	iolE
Q8ZLI5	menH
Q8ZK54	mdtL
Q8ZK54	mraY
Q8ZK54	cmk
Q8ZK54	leuC
Q8ZNL1	lamB
Q8ZNL1	mukF
Q8ZNL1	tmk
Q8ZNL1	lspA
Q8ZRH8	lpxA
Q8ZRH8	crl
Q8ZRH8	cobQ
Q8ZRH8	cysD
Q7CPE8	cutA
Q8ZQT4	dapE
Q7CQ61	hemE
Q8ZKF3	dxs
Q8ZM67	fmt
Q8ZM67	hemL
Q8ZM67	nanK
Q8ZM67	murQ
Q8ZJX2	nfi
Q8ZQS0	pfkA
Q8ZQS0	pgk
Q8ZQS0	pepT
Q8ZQS0	nhaP2
Q8ZNU6	yejK
Q8ZNU6	cysC
Q8ZNU6	cutC
Q8ZNU6	cca
Q8ZRE4	clsA
Q8ZLL2	coaD
Q8ZJT8	deoB
Q8ZJT8	epd
Q8ZJT8	fliE
Q8ZJT8	hslV
Q8ZNV8	hslU
Q8ZPN9	hutH
Q8ZMU7	hldD
Q8ZMU7	mutL
Q8ZMU7	nadE
Q8ZMU7	napA
Q7CPC9	astD
Q8ZQ99	astA
Q8ZQ99	chbG
Q8ZQ99	dlgD
Q8ZQ99	frdC
Q8ZQ24	ligA
Q8ZK72	tsf
Q8ZPW9	fixB
Q7CPA3	mukB
Q7CPA3	mtfA
Q7CPA3	lpxB
Q7CPA3	frdD
Q8ZRI7	ftsB
Q8ZRI7	folE
Q8ZRI7	gmhA
Q8ZRI7	nagZ
Q8ZPD2	norR
Q8ZRL8	norW
Q8ZRL8	ndk
Q8ZRL8	maeA
Q8ZRL8	minE
Q7CQG9	mgrB
Q8ZPG7	solA
Q8ZPG7	dapF
Q8ZPG7	fieF
Q8ZPG7	frsA
Q8ZQ35	fsa
Q8ZQ35	fdhE
Q8ZQ35	gppA
Q8ZQ35	glyA
Q8ZM55	kdsB
Q8ZM91	grcA
Q8ZPY0	argE
Q8ZPY0	eno
Q8ZPY0	glpG
Q8ZPY0	gpmB
Q8ZN03	fadR
Q8ZN03	gshA
Q8ZN03	mepA
Q8ZN03	fadB
Q8ZRU0	glmM
Q8ZNK5	hutU
Q8ZLN9	ihfA
Q9FA45	moaA
Q9FA45	msrA
Q9FA45	mtlD
Q9FA45	matP
Q8ZN04	metAS
Q8ZN04	mdoB
Q8ZN04	cof
Q8ZN04	fliT
Q8ZS16	gloB
Q7CQH2	iscA
Q7CQH2	glpB
Q7CQH2	plsX
Q7CQH2	hutI
Q7CP75	mdtB
Q8ZN82	nrdI
Q8ZNZ7	miaB
Q8XEU4	mdtK
Q8ZKM4	msrP
Q8ZNN9	pepB
Q8ZPQ4	nanT
H9L497	nagB
Q7CQP3	nanE
Q8ZQ63	plsY
Q8ZQ63	yjjX
Q8ZQ63	hflD
Q8ZQ63	htpX
Q7CPA1	lpxC
Q8ZNN1	lplA
Q8ZNZ6	lplT
Q8ZNZ6	msrB
Q8ZNZ6	nsrR
Q8ZNZ6	nrdR
Q7CPI1	nuoN
Q8ZR22	purC
Q8ZKN5	pckA
Q8ZMM7	hisF
Q8ZLP9	kefB
Q8ZLP9	kdsA
Q8ZLP9	ligB
Q8ZLP9	mdh
Q8ZPR2	mdtG
Q8ZR83	luxS
Q8ZRV3	mdtC
Q8ZMQ0	mgsA
Q8ZMQ0	metK
Q8ZMQ0	murC
Q8ZMQ0	pyrE
Q8ZRW7	iolG
Q8ZN13	lexA
Q8ZN13	lipA
Q8ZN13	lpxH
Q8ZN13	nuoC
Q8ZN50	prmA
Q8ZN50	proA
Q8ZN50	nusB
Q8ZN50	pyrG
Q7CQX0	panC
Q8ZRQ4	phnX
Q7CQ60	pdxB
Q8ZRI2	nhaB
Q8ZNL4	proB
Q8ZNL4	ppnP
Q8ZNL4	nuoB
Q8ZNL4	pth
Q8ZNM1	purR
Q8ZNM1	rhaD
Q8ZNM1	hdfR
Q8ZNM1	hscA
H9L495	lgt
Q8ZQE9	ihfB
Q8ZQ55	kefG
Q8ZP81	kdpB
Q8ZP81	aat
Q8ZP81	purA
Q8ZP81	pepQ
Q8ZQS3	ppsR
Q8ZQS3	queA
Q8ZQS3	rimO
Q8ZQS3	caiC
Q8ZLI6	cbpM
Q8ZR79	adk
Q8ZMX4	priB
Q8ZMP7	hisA
Q8ZMP7	lepA
Q8ZMP7	hemH
Q8ZMP7	hemF
Q8ZRA5	lolB
Q8ZRK6	mdtH
Q8ZRK6	mdtI
Q8ZRK6	ilvC
Q8ZRK6	mdtD
Q8ZNH1	kefF
Q8ZNH1	mzrA
Q8ZNH1	mutS
Q8ZNH1	nanA
H9L487	obg
Q8ZKK0	pyrC
Q8ZKK0	lpxK
Q8ZKK0	lolA
Q8ZKK0	lldD
Q8ZQJ2	mug
Q8ZQJ2	patA
Q8ZQJ2	nadK
Q8ZQJ2	rplI
Q8ZRY3	rplD
Q93IR5	rlmI
Q93IR5	slmA
Q93IR5	sfsA
Q93IR5	rpsS
Q8ZNC2	rsmG
Q8ZMI8	torD
Q7CPL9	sufS
Q7CQ85	sprT
Q7CQ85	serS
Q7CQ85	trhO
Q7CQ85	mdtJ
Q8ZQ91	ispE
Q8ZQ91	iraP
Q8ZQ91	iscR
Q8ZQ91	ispH
Q8ZKJ0	rihA
Q8ZKJ0	prfC
Q8ZKJ0	rplC
Q8ZKJ0	rhlB
Q8ZNM6	rlmH
Q8ZPE1	rlmG
Q7CR19	rlmN
Q8ZLG1	rpsG
Q8ZK11	glyQ
Q8ZK11	yjgA
Q8ZK11	rplQ
Q8ZK11	rplT
Q8ZL68	pheS
Q7CR23	rsxA
Q7CR04	ruvA
Q7CR04	thiC
Q7CR04	pdxH
Q7CR04	pncB
Q8ZKJ4	rhmD
Q8ZKJ4	rhaB
Q8ZKJ4	rnb
Q8ZKJ4	deoA
Q8ZLV8	thrS
Q8ZP74	rhaA
Q8ZP74	rhmA
Q8ZP74	ribH
Q8ZP74	wecG
H9L414	thiE
Q7CPP8	rplO
Q8ZKB9	rimP
Q8ZPS1	rplS
Q7CRA2	xylA
Q8ZKA5	tdcC
Q8ZMK1	tdcD
Q7CR54	tig
Q8ZRQ2	speB
Q8ZMU3	tusD
Q8ZMU3	uxaC
Q8ZMU3	tgt
Q8ZMU3	trpA
Q9RPU8	truD
Q8ZR55	rbn
Q8ZR55	rplA
Q8ZR55	rpsB
Q8ZR55	rsmB
Q7CPF3	ruvB
Q8ZN09	argS
Q8ZN09	ubiA
Q8ZN09	hldE
Q8ZN09	hisC
Q8ZQ76	infB
Q8ZNC9	gcvH
Q7CR14	glgA
Q8ZRE9	mnmG
Q8ZM22	mscL
Q8ZM22	msrQ
Q8ZM22	rapZ
Q8ZM22	hcp
Q8ZR32	kdpA
Q7CQ92	kdpC
Q8ZP70	rbfA
Q8ZP70	hemA
Q8ZP70	pyrI
Q8ZP70	pyrD
Q8ZP86	rsxC
Q8ZP86	rpmA
Q8ZP86	rplL
Q8ZP86	rlmL
Q8ZRB3	rnfH
Q8ZN35	frr
Q8ZR24	rppH
Q8ZR62	sucC
Q8ZR62	rapA
Q8ZR62	murG
Q8ZR62	mtgA
Q7CQK2	oadG
Q7CQK2	rpsP
Q7CQK2	rsgA
Q7CQK2	rsxE
Q8ZQ45	secA
Q7CQH4	thiK
Q7CPC7	secB
Q8ZNM5	mtnN
Q8ZKR7	nadA
Q8ZKR7	nuoA
Q8ZKR7	nudI
Q8ZKR7	rpmC
Q7CPC1	rpsF
Q8ZJV9	mutH
Q8ZJV6	plsB
Q8ZJV6	nudC
Q8ZJV6	nrfA
Q8ZJV6	proQ
H9L4B3	rpmE
Q8ZQG2	rpmB
Q8ZQG2	ruvC
Q8ZQG2	rsxD
Q8ZQG2	
Q8ZKJ8	mraZ
Q8ZKJ8	nuoH
Q8ZKJ8	pepE
Q8ZKJ8	phnW
Q8ZR77	tilS
Q8ZMR8	sufE
Q8ZMR8	rmlA
Q8ZMR8	viaA
Q8ZMR8	yeeX
Q7CPE7	yidE
Q7CPF7	yqgF
Q7CPF7	uvrB
Q7CPF7	ycaR
Q7CPF7	yjjB
Q8ZQK6	ypfN
Q8ZQK6	tsaD
Q8ZQK6	ybaB
Q8ZQK6	ycgN
Q7CPZ5	psd
Q7DAP4	pyrC
Q7DAP4	queC
Q7DAP4	rpoZ
Q7DAP4	lysS
Q8ZL74	thiE
Q8ZL74	tyrS
Q8ZL74	glnS
Q8ZL74	sbmC
Q7CQG2	thiC
Q7CQU4	sulA
H9L456	syd
Q8ZKB4	deoA
Q8ZMP0	nuoN
Q8ZMP0	otsA
Q8ZMP0	queF
Q8ZMP0	prfC
Q7CQZ0	rpmF
Q7CQZ0	rplB
Q7CQZ0	glyQ
Q7CQZ0	yfiC
Q8ZPU4	rpmC
Q8ZP32	dsdA
Q8ZNH5	sucC
Q8ZNZ0	purT
Q7CQB0	recX
Q8ZLZ6	rnhA
Q8ZJY2	rplJ
Q8ZJY2	treF
Q8ZJY2	yihY
Q8ZJY2	smpB
Q8ZNK1	tatE
Q8ZPY3	proS
Q8ZPY3	metG
Q8ZPY3	rplV
Q8ZPY3	ycaD
Q8ZN29	yfcN
Q8ZN29	mutL
Q8ZN29	nuoH
Q8ZN29	pyrE
Q8ZM89	rapZ
Q8ZM95	rplS
Q8ZM95	rplA
Q8ZM95	rpmE2
Q8ZM95	truB
H9L460	rph
Q8ZPW1	rnpA
Q8ZPW1	rhaM
Q8ZPW1	ribB
Q8ZPW1	rimM
Q8ZRV6	sprT
Q8ZRV6	rpsE
Q8ZRV6	sseL
Q8ZRV6	prfA
Q8ZMH0	rlmF
Q8ZMH0	rsd
Q8ZMH0	rsmJ
Q8ZMH0	rsmC
Q8ZNZ4	rsmH
Q8ZP62	rsmF
Q8ZND3	rraA
Q8ZND3	rplE
Q8ZND3	rodZ
Q8ZND3	rpsK
Q7CPJ2	rsxB
Q8ZQ74	rsmG
Q8ZQ74	thiG
Q8ZQ74	wzyE
Q8ZQ74	wecF
Q8ZM07	pepE
Q8XG72	recF
Q8ZMW4	rihA
Q8ZRH2	rlmE
Q8ZRH2	rlmI
Q8ZRH2	rnhB
Q8ZRH2	rppH
Q8ZS00	rpsS
Q8ZS00	tusD
Q8ZS00	ubiG
Q8ZS00	purH
Q8ZLF6	rplP
Q8ZR50	rpsU
Q8ZR50	rlmG
Q8ZR50	uxuA
Q8ZR50	ubiE
Q8ZKE9	ung
Q8ZKV0	rpmD
Q8ZPI4	ycdX
Q8ZQI9	rplI
Q8ZQI9	rcnA
Q8ZQI9	recR
Q8ZQI9	rplK
Q7CPI6	rplX
Q8ZNW1	rpmI
H9L431	rhaR
Q8ZLB2	rhaS
Q8ZPS0	rimO
Q8ZQ84	rplO
Q8ZQ84	yraN
Q8ZQ84	rplL
Q8ZQ84	rplF
Q8ZLP6	rlmL
Q8ZNI5	rpiA
Q8ZNI5	rpsI
Q8ZNI5	ulaR
Q8ZNI5	serS
Q8ZMJ0	ybjQ
Q8ZNQ8	rpmA
Q7DAN4	rpsR
Q8ZRE3	rpsG
Q8ZKT9	gltX
Q8ZL05	glyS
Q8ZNN0	thiM
Q7CPV4	yhaM
Q7CPV4	ycgL
Q7CPV4	mtgA
Q7CPV4	nagK
Q7CQZ2	nudI
Q9S4Z1	trhO
Q8ZK84	yciB
Q8ZM93	pyrB
Q8ZM93	ubiD
Q8ZM93	yebC
Q8ZM93	yihI
Q8ZP58	yeaH
Q8ZP58	pxpA
Q8ZP58	pyrD
Q8ZP58	rpsQ
Q7CQR3	trmB
Q8ZN87	truD
Q8ZRV7	ydiV
Q8ZQV1	yobD
Q8ZQV1	ynfA
Q8ZQV1	rpsD
Q8ZQV1	ruvC
Q8ZQ48	yicR
Q8ZQJ1	yjgA
Q7CQ23	selO
Q7CQU1	sufS
Q8ZQ69	hisS
Q8ZK63	truA
Q8ZK63	ttcA
Q8ZK63	ybeY
Q8ZK63	ycfP
Q8ZKA0	zapD
Q7CQ80	thyA
Q8ZKU5	yceI
Q8ZKU5	yccT
Q8ZKU5	yohJ
Q8ZKU5	zupT
Q8ZP63	uspB
Q7CR01	yheU
Q8ZM56	ynfB
Q8ZM56	yfcJ
Q8ZM56	ycjF
Q8ZM56	yoaH
Q7CQJ6	gpt
Q8ZPX5	sufE
Q7CPT9	surE
Q8ZKS5	sstT
Q8ZNZ1	ubiC
Q8ZNZ1	yceH
Q8ZNZ1	yhbP
Q8ZNZ1	rpsF
Q7CPT0	yciU
H9L479	tusC
Q7CQP2	rpsN
Q8ZM10	tus
Q8ZM10	upp
Q8ZM10	cysS
Q8ZM10	ybjL
Q7CQ59	ygfZ
Q8ZL91	tsaC
Q8ZNE2	trpR
Q8ZQ21	trpB
Q8ZQI4	yciC
Q8ZQI4	yhbQ
Q8ZQI4	zntB
Q8ZQI4	yidC
Q7CQ00	ygiB
Q7CQ31	yeaL
Q7CQ31	zipA
Q7CQ31	ybeD
Q7CQ31	yegS
Q8ZN70	wecG
H9L4A8	tgt
Q8ZKR8	trmA
Q8ZR99	yaiI
Q7DAP2	yejL
Q7DAP2	yaaA
Q7DAP2	ybhG
Q7DAP2	yacG
Q8ZKY2	zapB
Q8ZKY2	tsgA
Q8ZKY2	zapA
Q8ZKY2	yggU
Q8ZP39	patD
Q8ZQF6	accD
Q8ZQF6	bioF
Q8ZQF6	apaH
Q8ZQF6	atpE
Q8ZLN4	atpA
Q8ZQZ3	dcd
Q8ZQZ3	dapB
Q8ZQZ3	crcB
Q8ZQZ3	arcA
H9L454	groES
H9L454	fabR
H9L454	fadR
H9L454	hemL
Q7CQH0	iscS
Q8ZR70	mepA
H9L4A7	lpxB
Q8ZNU5	pckA
Q8ZNU5	psiE
Q8ZNU5	aroB
Q8ZNU5	atpB
Q8ZML0	cysG
Q8ZML0	cobQ
Q8ZML0	yeiP
Q8ZML0	nei
Q8ZP25	ghrA
Q8ZP25	gcvH
Q8ZP25	gloB
Q8ZP25	iscA
Q8ZR76	anmK
Q7CQX2	cbiD
Q7CQJ8	cobT
Q8ZPD4	cyaY
Q8ZP22	cof
Q8ZP22	cyoE
Q8ZP22	csrA
Q8ZP22	dnaT
Q8ZKC5	glk
Q8ZKC5	glgB
Q8ZKC5	aaeX
Q8ZKC5	yccX
Q8ZQ03	araB
Q8ZRH4	argB
Q8ZRH4	argA
Q8ZRH4	citG
Q8ZRH4	clpS
Q8ZQW7	aroC
Q8ZM28	argG
Q8ZM28	atpH
Q8ZM28	caiC
Q8ZM28	dps
Q8ZM81	flhD
Q8ZP02	fucU
Q8ZK23	ftsB
Q9XDN0	folD
Q7CQE8	acpH
H9L474	yqfB
Q8ZKX3	aaeA
Q8ZKX3	clpX
Q8ZKX3	cobS
Q8ZKX3	cysH
Q8ZMI6	bioH
H9L4A6	cbpA
Q8ZMC8	caiA
Q8ZNC6	epd
Q8ZNC6	epmA
Q8ZNC6	def
Q8ZNC6	acpS
Q8ZKZ5	bamA
Q8ZKN2	yfbR
Q8ZKN2	btuC
Q8ZKN2	caiD
Q8ZKN2	caiT
Q8ZN18	fusA
Q8ZL93	dapE
Q8ZQE3	fdhE
Q8ZKQ7	hspQ
Q8ZKQ7	hutG
Q8ZKQ7	guaC
Q8ZKQ7	argR
Q93GN9	aphA
Q8ZRK5	astB
Q8ZRK5	arnT
Q8ZRK5	cmoB
Q8ZRK5	groEL
Q7CP65	dut
Q8ZNN8	nfo
Q8ZR61	xseA
Q8ZR61	fabZ
Q8ZR61	fabH
Q8ZR61	pgi
Q8ZR20	deoD
Q8ZR20	ybdK
Q8ZR20	glgA
Q8ZR20	fucI
Q8ZQS9	folE
Q8ZQS9	kdsB
Q8ZQS9	actP
Q8ZQS9	argP
Q7CQJ2	araA
Q7CQJ2	astD
Q7CQJ2	astA
Q7CQJ2	arnF
Q8ZNA1	citD
Q8ZNA1	atpC
Q8ZNA1	atpF
Q8ZNA1	atpG
Q8ZPW8	atpD
Q7CQQ5	eco
Q7CQQ5	ligA
Q7CQQ5	accA
Q7CQQ5	bioB
Q8ZQC7	aaeB
Q8ZK17	pgl
Q8ZK17	pepA
Q8ZK17	aroA
Q8ZK17	cbiB
Q7CR39	dsrB
Q8ZQT1	azoR
Q8ZQT1	argE
Q8ZQT1	apaG
Q8ZQT1	apt
Q8ZNT2	lacZ
Q8ZQ04	cdh
Q7CQZ4	crl
Q8ZNR1	fbp
Q8ZLV2	fliE
Q8ZLV2	glgC
Q8ZLV2	gpsA
Q8ZLV2	glmM
Q8ZL16	ais
Q8ZL16	cdd
Q8ZL16	glnE
Q8ZL16	glsA
Q8ZLG8	glpE
Q8ZLG8	xseB
Q8ZLG8	yggX
Q8ZLG8	gcvT
H9L472	idi
Q8ZMY5	ihfA
Q8ZMY5	ilvC
Q8ZMY5	kbaZ
Q8ZMY5	tmk
Q8ZRR7	mtfA
Q8ZL70	cmoA
Q8ZPY2	clcA
Q8ZPY2	fieF
Q8ZPY2	dapA
Q8ZPY2	eutC
Q8ZM14	feoC
Q8ZM14	garL
Q8ZM14	htpX
Q8ZM14	metE
Q8ZNC8	menD
Q7CQQ1	dctA
Q7CQQ1	dinB
Q7CQQ1	erpA
Q7CQQ1	hemF
Q8ZLX9	iraP
Q8ZLX9	iscR
Q8ZLX9	lplA
Q8ZLX9	mdtG
Q8ZMP6	maeA
Q8ZMP6	malT
Q8ZMP6	mdtK
Q8ZMP6	murC
Q7CR83	hscB
Q8ZNM2	infB
Q8ZNM2	menH
Q8ZNM2	mdtL
Q8ZNM2	kefB
Q8ZL84	aat
Q8ZLR3	mukB
Q8ZLZ4	mukF
Q8ZLQ9	cysD
Q8ZN81	dxs
Q7CR28	era
Q8ZMZ3	guaA
Q8ZMZ3	fabA
Q8ZMZ3	flgI
Q8ZMZ3	mutS
Q7CQ15	nanM
Q8ZMI7	nanR
Q8ZLR1	pfkA
Q8ZLR1	pgk
Q8ZLR1	pepT
Q8ZLR1	cysC
Q7CR61	cysN
Q8ZNC1	cysJ
Q7CPY1	clsA
Q7CQ93	deoB
Q8ZN31	dtd
Q8ZMG1	
Q8ZMG1	cysI
Q8ZMG1	hemE
Q8ZMG1	hslU
Q8ZQ85	hutH
Q8ZQ85	hda
Q8ZQ85	mug
Q8ZQ85	nanK
Q8ZNG3	yejK
Q8ZPT6	alaE
Q8ZP41	ppc
Q8ZP41	dnaK
Q8ZP41	cedA
Q8ZP41	galK
Q8ZP05	dnaJ
Q7CQX6	dgt
Q7CQX6	efp
Q7CQX6	lipA
Q7CQX6	luxS
Q8ZQ41	mutM
Q8ZMV7	gshA
Q8ZMV7	hemA
Q8ZMV7	kdpA
Q8ZMV7	mltF
Q8ZP67	leuC
Q8ZLN7	lpxA
Q8ZLN7	norR
Q8ZLN7	nhaA
Q8ZLN7	norV
Q8ZPL8	norW
Q7CPB6	ndk
Q8ZPQ3	minE
Q8ZNQ6	msrP
Q8ZM58	frsA
Q8ZM58	fsa
Q8ZM58	fis
Q8ZM58	fliT
Q8ZL18	argH
Q8ZL18	astE
Q8ZL18	coaD
Q8ZL18	eno
Q93GS2	tuf1; tuf2
Q8ZRK3	glpG
Q8ZL32	gpmB
Q8ZL32	glmU
Q8ZL32	glyA
Q8ZL32	thrB
Q7CPV9	fadI
Q8ZK92	glpK
Q8ZQA4	glnD
Q8ZQA4	katG
Q8ZQA4	mltC
Q8ZQA4	lexA
Q8ZPQ7	msrA
Q8ZQK5	lspA
Q8ZQK5	mgrB
Q8ZQK5	menC
Q8ZQK5	miaA
Q7CPR3	metAS
Q8ZPM5	murA
Q8ZK25	murG
Q8ZKS2	mscL
Q8ZKS2	msrQ
Q8ZKS2	cca
Q8ZKS2	dapD
Q9XDN6	dadA
Q8ZQD7	entH
Q8ZLI1	iraD
Q8ZLI1	glpB
Q8ZLI1	gppA
Q8ZLI1	lgt
Q8ZLR0	hutI
Q8ZLR0	ligB
Q8ZLR0	hldD
Q8ZLR0	infA
Q93GS4	nadE
Q8ZNI0	lpxH
Q7CPU3	nanT
Q4AAY7	nagB
Q4AAY7	nanA
Q4AAY7	nfuA
Q4AAY7	plsY
Q8ZQ54	yjjX
Q8ZQA5	lpxC
Q8ZQA5	ispE
Q8ZQA5	ispD
Q8ZQA5	lpxK
Q7CPJ3	pepB
Q7CPJ3	purC
Q7CPJ3	panD
Q7CPJ3	hisA
Q7CPX8	hscA
Q8ZQA6	kdsA
Q8ZQA6	mdh
Q8ZQA6	mdtB
Q8ZQA6	nrdI
Q8ZRN3	mgsA
Q8ZQX6	metK
Q8ZL35	
Q8ZRZ1	mraY
Q8ZRZ1	ispG
Q8ZRZ1	mnmA
Q8ZRZ1	kup
Q8ZMD4	ppnP
Q8ZN12	nuoB
Q8ZN12	prmA
Q8ZN12	proA
Q8ZN12	panC
Q7CP91	pdxA
Q8ZLS8	pdxB
Q8ZQB5	nhaB
Q8ZJW3	proB
Q8ZQ97	priB
Q8ZQ97	nuoC
Q8ZQ97	purA
Q8ZQ97	hemC
Q8ZQ09	hpcH
Q8ZQM5	kbaY
Q8ZML3	leuA
Q8ZML3	mnmE
Q8ZML3	rapA
Q8ZML3	queA
Q8ZNH2	cbiN
Q7CQ03	cbpM
Q8ZMC3	ispF
Q8ZQ72	lldD
Q9FA46	nfi
Q9FA46	hfq
Q9FA46	lepA
Q9FA46	lolB
Q8ZLV4	mdtH
